field_1,measure_ab,measure,units,sof,nzsegment,lat,long,s_id,n_obs,s,var_s,d,tau,z,p,c,cd,prop_censored,prop_unique,no_censorlevels,median,annual_sen_slope,sen_lci,sen_uci,analysis_note,percent_annual_change,trend_direction,seasonal,freq,period,end_year,trend_confidence
1402,ECOLI,E. coli,cfu/100ml,CDH,14201036,-44.7454,169.5078,ORC-00040,56,20,618.6666667,235,0.085106383,0.763880181,0.444938649,0.777530675,0.222469325,0,0.728813559,0,28,0.660488246,-0.873791032,2.003702717,ok,2.358886593,Worsening,TRUE,BiMonth,NA,2012,Likely worsening
1403,ECOLI,E. coli,cfu/100ml,CDL,14288754,-45.9682,170.129,ORC-00044,60,26,748,270,0.096296296,0.91409053,0.360669278,0.819665361,0.180334639,0.010416667,0.666666667,1,56.5,3.431825103,-2.516309475,10.27733235,ok,6.07402673,Worsening,TRUE,BiMonth,NA,2012,Likely worsening
1404,ECOLI,E. coli,cfu/100ml,CDH,14235175,-45.2264,169.4306,ORC-00046,60,-37,747,270,-0.137037037,-1.31717112,0.187781272,0.906109364,0.906109364,0.016042781,0.657754011,1,80,-1.384801442,-4.840781871,0.64103185,WARNING: Sen slope influenced by censored values,-1.731001802,Improving,TRUE,BiMonth,NA,2012,Very likely improving
1405,ECOLI,E. coli,cfu/100ml,CDH,14218737,-44.9675,168.8144,ORC-00049,59,-31,713,261,-0.118773946,-1.123508829,0.261221453,0.869389274,0.869389274,0,0.816666667,0,96.5,-2.898809524,-7.842827693,1.232035789,ok,-3.003947693,Improving,TRUE,BiMonth,NA,2012,Likely improving
1406,ECOLI,E. coli,cfu/100ml,CDL,14251172,-45.4748,170.7547,ORC-00061,56,-41,624.3333333,235,-0.174468085,-1.600854017,0.109409256,0.945295372,0.945295372,0,0.735294118,0,60,-4.574095547,-10.23071656,-0.261894998,ok,-7.623492579,Improving,TRUE,BiMonth,NA,2012,Very likely improving
1407,ECOLI,E. coli,cfu/100ml,CDL,14282089,-45.8727,170.3221,ORC-00066,59,-17,23369,1711,-0.00993571,-0.104664624,0.916641934,0.541679033,0.541679033,0,0.774193548,0,95,-0.284684334,-9.739403048,6.965902085,ok,-0.29966772,Indeterminate,FALSE,BiMonth,NA,2012,Indeterminate
1408,ECOLI,E. coli,cfu/100ml,CDH,14285094,-45.9109,170.2624,ORC-00070,59,19,715,261,0.072796935,0.673161833,0.50084434,0.74957783,0.25042217,0,0.857142857,0,92,1.116972477,-2.900365282,5.614127069,ok,1.214100519,Worsening,TRUE,BiMonth,NA,2012,Likely worsening
1409,ECOLI,E. coli,cfu/100ml,CDH,14241162,-45.3262,169.9543,ORC-00071,59,-28,714,261,-0.107279693,-1.010449605,0.312279932,0.843860034,0.843860034,0,0.654320988,0,34,-0.996249574,-2.944885839,0.458393643,ok,-2.930145805,Improving,TRUE,BiMonth,NA,2012,Likely improving
1410,ECOLI,E. coli,cfu/100ml,CDH,14253343,-45.4835,169.8139,ORC-00074,56,-14,611.3333333,234,-0.05982906,-0.525780305,0.59904086,0.70047957,0.70047957,0,0.621621622,0,35.5,-1.061047505,-3.992583975,0.840084241,ok,-2.988866212,Improving,TRUE,BiMonth,NA,2012,Likely improving
1411,ECOLI,E. coli,cfu/100ml,CDH,14234616,-45.253,170.8413,ORC-00081,56,7,616.3333333,235,0.029787234,0.241681508,0.809026959,0.59548652,0.40451348,0.04109589,0.520547945,1,19,0,-1.009745393,0.991865996,WARNING: Sen slope influenced by censored values,0,Indeterminate,TRUE,BiMonth,NA,2012,Indeterminate
1412,ECOLI,E. coli,cfu/100ml,CDL,14227284,-45.1538,170.8819,ORC-00082,56,33,624.3333333,235,0.140425532,1.280683213,0.200304958,0.899847521,0.100152479,0,0.771084337,0,90,3.558680248,-2.175533234,8.529031974,ok,3.954089164,Worsening,TRUE,BiMonth,NA,2012,Likely worsening
1413,ECOLI,E. coli,cfu/100ml,CDH,14262146,-45.6161,170.5965,ORC-00085,58,-9,683,252,-0.035714286,-0.306111493,0.759519758,0.620240121,0.620240121,0.056338028,0.732394366,1,36,-0.382956794,-2.578542683,1.411244589,ok,-1.063768873,Indeterminate,TRUE,BiMonth,NA,2012,Indeterminate
1414,ECOLI,E. coli,cfu/100ml,CWL,14280891,-45.8622,170.5175,ORC-00095,58,-101,22217,1653,-0.061101028,-0.670899229,0.502284728,0.748857636,0.748857636,0,0.892307692,0,460,-10.85976214,-44.75844071,17.40007064,ok,-2.360817857,Improving,FALSE,BiMonth,NA,2012,Likely improving
1415,ECOLI,E. coli,cfu/100ml,CDH,14202593,-44.7501,169.1169,ORC-00103,59,-52,709.3333333,261,-0.199233716,-1.914895117,0.055505881,0.97224706,0.97224706,0.032258065,0.661290323,1,37,-2.811159978,-5.470228308,-0.18612613,ok,-7.59772967,Improving,TRUE,BiMonth,NA,2012,Very likely improving
1416,ECOLI,E. coli,cfu/100ml,CWL,14316522,-46.4612,169.5505,ORC-00105,55,20,582,225,0.088888889,0.787575339,0.430945145,0.784527428,0.215472572,0,0.675,0,120,1.95844504,-3.43573285,12.98676653,ok,1.632037534,Worsening,TRUE,BiMonth,NA,2012,Likely worsening
1417,ECOLI,E. coli,cfu/100ml,CDH,14219602,-45.0318,170.7522,ORC-00115,58,-5,683,252,-0.01984127,-0.153055746,0.878354314,0.560822843,0.560822843,0.016483516,0.637362637,1,113,-0.430663635,-4.310046495,2.301152603,ok,-0.381118261,Indeterminate,TRUE,BiMonth,NA,2012,Indeterminate
1418,ECOLI,E. coli,cfu/100ml,CDL,14296596,-46.059,169.4017,ORC-00130,56,-6,623.3333333,235,-0.025531915,-0.200267201,0.841271613,0.579364194,0.579364194,0,0.792682927,0,100,-1.312668464,-9.0251756,10.10293675,ok,-1.312668464,Indeterminate,TRUE,BiMonth,NA,2012,Indeterminate
1419,ECOLI,E. coli,cfu/100ml,CDH,14283983,-45.8659,169.1403,ORC-00131,57,24,655.3333333,244,0.098360656,0.898455779,0.36894261,0.815528695,0.184471305,0,0.822033898,0,150,3.140434702,-2.485401009,9.938124437,ok,2.093623135,Worsening,TRUE,BiMonth,NA,2012,Likely worsening
1420,ECOLI,E. coli,cfu/100ml,CDH,14231808,-45.1967,170.1532,ORC-00156,60,-11,745,270,-0.040740741,-0.366371653,0.714087769,0.642956115,0.642956115,0.011764706,0.629411765,1,97.25,-0.578753701,-5.973655523,1.994098087,ok,-0.595119487,Indeterminate,TRUE,BiMonth,NA,2012,Indeterminate
1421,ECOLI,E. coli,cfu/100ml,CDL,14300117,-46.1075,169.2517,ORC-00162,56,117,20008.33333,1540,0.075974026,0.820073035,0.412174473,0.793912764,0.206087236,0.011235955,0.741573034,1,130,4.429339476,-4.991108076,15.92368263,ok,3.407184212,Worsening,FALSE,BiMonth,NA,2012,Likely worsening
1422,ECOLI,E. coli,cfu/100ml,CDL,14294004,-46.0248,169.6972,ORC-00163,59,50,714,261,0.191570881,1.833778912,0.066686819,0.96665659,0.03334341,0,0.857142857,0,237,15.82310469,0.643690285,28.81339718,ok,6.676415482,Worsening,TRUE,BiMonth,NA,2012,Very likely worsening
1423,ECOLI,E. coli,cfu/100ml,CWL,10018986,-41.3809,172.7359,TDC-00035,59,-30,716,261,-0.114942529,-1.083780884,0.278461963,0.860769019,0.860769019,0.014925373,0.858208955,2,275,-9.526080988,-25.2731676,4.599879025,ok,-3.46402945,Improving,TRUE,BiMonth,NA,2012,Likely improving
1424,ECOLI,E. coli,cfu/100ml,WDL,2040298,-36.9666,174.8457,ARC-00014,37,-103,5843,666,-0.154654655,-1.33438831,0.182076629,0.908961685,0.908961685,0,0.827956989,0,2100,-178.4999517,-698.5836713,24.23365248,ok,-8.499997698,Improving,FALSE,Qtr,NA,2012,Very likely improving
1425,ECOLI,E. coli,cfu/100ml,CDL,13121945,-43.4474,172.6782,CCC-00034,40,-13,495,180,-0.072222222,-0.53935989,0.589638552,0.705180724,0.705180724,0,0.626666667,0,240,-3.110620445,-17.70984935,9.223149318,ok,-1.296091852,Improving,TRUE,Qtr,NA,2012,Likely improving
1426,ECOLI,E. coli,cfu/100ml,WWLk,4064299,-37.7904,176.3603,EBOP-00004,36,-109,5382.333333,630,-0.173015873,-1.47210389,0.140992825,0.929503587,0.929503587,0,0.636363636,0,64,-5.218326749,-13.85193837,0.484993705,ok,-8.153635545,Improving,FALSE,Qtr,NA,2012,Very likely improving
1427,ECOLI,E. coli,cfu/100ml,CDL,13148714,-43.9095,171.7387,ECAN-00014,40,-17,497,180,-0.094444444,-0.717698086,0.472943463,0.763528268,0.763528268,0.025,0.875,1,87,-1.356679725,-6.7061157,4.508279614,ok,-1.559401982,Improving,TRUE,Qtr,NA,2012,Likely improving
1428,ECOLI,E. coli,cfu/100ml,CWH,13145210,-43.8677,171.6999,ECAN-00018,40,6,496,180,0.033333333,0.224506628,0.822363111,0.588818445,0.411181555,0,0.725,0,98,0.250472052,-4.242162957,6.737399659,ok,0.255583726,Indeterminate,TRUE,Qtr,NA,2012,Indeterminate
1429,ECOLI,E. coli,cfu/100ml,CXGM,13156208,-44.0515,171.402,ECAN-00025,39,176,6824,741,0.237516869,2.118451568,0.034136843,0.982931579,0.017068421,0.025,0.8,1,150,16.75458716,2.857808833,32.69987103,ok,11.16972477,Worsening,FALSE,Qtr,NA,2012,Very likely worsening
1430,ECOLI,E. coli,cfu/100ml,CXGM,13151719,-43.9746,171.3002,ECAN-00026,39,-6,462,171,-0.035087719,-0.232621053,0.816055678,0.591972161,0.591972161,0.025,0.775,1,67.5,-1.345303867,-5.754484736,4.852848526,ok,-1.993042767,Indeterminate,TRUE,Qtr,NA,2012,Indeterminate
1431,ECOLI,E. coli,cfu/100ml,CDL,13164483,-44.2107,171.2632,ECAN-00027,38,42,430,162,0.259259259,1.977195571,0.048019528,0.975990236,0.024009764,0,0.692307692,0,220,16.47290382,2.170769327,28.32956893,ok,7.487683556,Worsening,TRUE,Qtr,NA,2012,Very likely worsening
1432,ECOLI,E. coli,cfu/100ml,CDL,13166783,-44.2447,171.2677,ECAN-00034,40,15,494.3333333,180,0.083333333,0.629677373,0.52890569,0.735547155,0.264452845,0,0.725,0,99,2.220675015,-3.080272996,6.114757104,ok,2.243106076,Worsening,TRUE,Qtr,NA,2012,Likely worsening
1433,ECOLI,E. coli,cfu/100ml,CDL,13159825,-44.1263,171.2641,ECAN-00036,38,7,431,162,0.043209877,0.289009831,0.772573855,0.613713073,0.386286927,0.068181818,0.818181818,2,400,4.115988642,-18.57964161,30.54090729,ok,1.028997161,Indeterminate,TRUE,Qtr,NA,2012,Indeterminate
1434,ECOLI,E. coli,cfu/100ml,CWH,13153806,-44.0035,171.1653,ECAN-00038,39,-3,437.6666667,171,-0.01754386,-0.095600081,0.923838201,0.5380809,0.5380809,0.025641026,0.692307692,1,24,0,-0.305511841,0.472957017,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,TRUE,Qtr,NA,2012,Indeterminate
1435,ECOLI,E. coli,cfu/100ml,CDH,13167411,-44.2454,171.1132,ECAN-00040,39,43,465,171,0.251461988,1.947703362,0.051450468,0.974274766,0.025725234,0,0.846153846,0,41,1.707915832,0.286301654,5.574657057,ok,4.16564837,Worsening,TRUE,Qtr,NA,2012,Very likely worsening
1436,ECOLI,E. coli,cfu/100ml,CDL,13177908,-44.4177,171.2425,ECAN-00042,40,56,7356,780,0.071794872,0.641271338,0.521346408,0.739326796,0.260673204,0.097560976,0.731707317,2,46,1.578750293,-2.083834623,8.505878207,ok,3.432065854,Worsening,FALSE,Qtr,NA,2012,Likely worsening
1437,ECOLI,E. coli,cfu/100ml,CDL,13159590,-44.0944,171.6239,ECAN-00045,40,-26,496,180,-0.144444444,-1.122533138,0.261635826,0.869182087,0.869182087,0.022727273,0.75,1,505,-28.01390515,-62.30962684,7.112035666,ok,-5.547307951,Improving,TRUE,Qtr,NA,2012,Likely improving
1438,ECOLI,E. coli,cfu/100ml,CDL,13165715,-44.2267,171.4071,ECAN-00046,39,-31,467,171,-0.18128655,-1.38823444,0.165065668,0.917467166,0.917467166,0.016666667,0.8,1,120,-5.586570817,-11.20833715,2.762228194,ok,-4.655475681,Improving,TRUE,Qtr,NA,2012,Very likely improving
1439,ECOLI,E. coli,cfu/100ml,CDH,13200724,-44.7793,171.1578,ECAN-00047,40,-24,498,180,-0.133333333,-1.030654644,0.302702801,0.848648599,0.848648599,0.020833333,0.833333333,1,49,-4.016496743,-9.460547553,1.404476645,ok,-8.196932128,Improving,TRUE,Qtr,NA,2012,Likely improving
1440,ECOLI,E. coli,cfu/100ml,CDL,13202880,-44.8005,170.9757,ECAN-00049,40,5,494.3333333,180,0.027777778,0.179907821,0.857224935,0.571387532,0.428612468,0,0.8,0,44.5,0.500114103,-2.492256868,4.473201571,ok,1.123851917,Indeterminate,TRUE,Qtr,NA,2012,Indeterminate
1441,ECOLI,E. coli,cfu/100ml,CDH,13155440,-44.0415,171.111,ECAN-00050,39,11,465,171,0.064327485,0.463738896,0.642834826,0.678582587,0.321417413,0.025641026,0.794871795,1,32,0.334172004,-1.156178125,2.045274966,ok,1.044287511,Worsening,TRUE,Qtr,NA,2012,Likely worsening
1442,ECOLI,E. coli,cfu/100ml,CDL,13166798,-44.2399,171.3865,ECAN-00052,40,31,497,180,0.172222222,1.345683912,0.178404477,0.910797762,0.089202238,0.0625,0.729166667,1,360,23.25426262,-3.916938584,52.19484334,ok,6.459517395,Worsening,TRUE,Qtr,NA,2012,Very likely worsening
1443,ECOLI,E. coli,cfu/100ml,CDL,13200705,-44.7753,171.1529,ECAN-00057,39,-70,464,171,-0.409356725,-3.203244584,0.001358885,0.999320557,0.999320557,0.021276596,0.744680851,1,130,-13.62873134,-20.65746234,-7.462047388,ok,-10.48363949,Improving,TRUE,Qtr,NA,2012,Very likely improving
1444,ECOLI,E. coli,cfu/100ml,CDL,13198430,-44.7492,171.1606,ECAN-00058,40,8,498,180,0.044444444,0.3136775,0.753765991,0.623117005,0.376882995,0,0.75,0,190,3.204031559,-9.91188492,17.52464187,ok,1.686332399,Indeterminate,TRUE,Qtr,NA,2012,Indeterminate
1445,ECOLI,E. coli,cfu/100ml,CDL,13194094,-44.6762,171.1475,ECAN-00059,40,8,498,180,0.044444444,0.3136775,0.753765991,0.623117005,0.376882995,0.020833333,0.770833333,1,175,3.09603945,-8.412197312,21.67727998,ok,1.7691654,Indeterminate,TRUE,Qtr,NA,2012,Indeterminate
1446,ECOLI,E. coli,cfu/100ml,CDL,13154549,-44.0155,171.2777,ECAN-00062,38,-27,428.3333333,162,-0.166666667,-1.25626833,0.2090187,0.89549065,0.89549065,0.02173913,0.717391304,1,245,-11.73096831,-41.82835681,0.269302805,ok,-4.788150329,Improving,TRUE,Qtr,NA,2012,Likely improving
1447,ECOLI,E. coli,cfu/100ml,CDL,13160108,-44.1522,171.4804,ECAN-00065,40,-1,499,180,-0.005555556,0,1,0.5,0.5,0,0.853658537,0,240,-0.250858516,-14.07159772,21.3428958,ok,-0.104524382,Indeterminate,TRUE,Qtr,NA,2012,Indeterminate
1448,ECOLI,E. coli,cfu/100ml,CDL,13106425,-43.1279,172.7789,ECAN-00070,40,2,7344,780,0.002564103,0.011669001,0.990689696,0.504655152,0.495344848,0,0.75,0,21,0,-1.4375549,1.56966828,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,FALSE,Qtr,NA,2012,Indeterminate
1449,ECOLI,E. coli,cfu/100ml,CWH,13113942,-43.2768,172.6886,ECAN-00071,40,30,7328,780,0.038461538,0.338770252,0.734782813,0.632608594,0.367391406,0,0.7,0,16,0.136342764,-0.887778252,2.007057884,ok,0.852142277,Indeterminate,FALSE,Qtr,NA,2012,Indeterminate
1450,ECOLI,E. coli,cfu/100ml,CDL,13114463,-43.2896,172.6852,ECAN-00072,40,-73,7350.333333,780,-0.093589744,-0.839806012,0.401017162,0.799491419,0.799491419,0.05,0.75,1,540,-19.1530345,-78.1242369,17.34041464,ok,-3.546858241,Improving,FALSE,Qtr,NA,2012,Likely improving
1451,ECOLI,E. coli,cfu/100ml,CDL,13116963,-43.3434,172.637,ECAN-00080,40,16,496,180,0.088888889,0.673519883,0.500616604,0.749691698,0.250308302,0,0.825,0,475.5,11.8974818,-7.995202848,47.8109485,ok,2.502099222,Worsening,TRUE,Qtr,NA,2012,Likely worsening
1452,ECOLI,E. coli,cfu/100ml,CDL,13118112,-43.3714,172.6289,ECAN-00081,40,18,494,180,0.1,0.76486616,0.444351246,0.777824377,0.222175623,0.016949153,0.610169492,1,260,5.103966738,-6.334972821,20.01541487,ok,1.96306413,Worsening,TRUE,Qtr,NA,2012,Likely worsening
1453,ECOLI,E. coli,cfu/100ml,CDL,13118457,-43.3751,172.6324,ECAN-00082,40,-16,7353.333333,780,-0.020512821,-0.174923892,0.861139436,0.569430282,0.569430282,0.05,0.725,1,640,-2.35125272,-34.93706906,32.48254234,ok,-0.367383238,Indeterminate,FALSE,Qtr,NA,2012,Indeterminate
1454,ECOLI,E. coli,cfu/100ml,CDL,13121152,-43.4356,172.635,ECAN-00083,40,-30,493.3333333,180,-0.166666667,-1.30565299,0.191670591,0.904164704,0.904164704,0.019230769,0.634615385,1,235,-6.595938139,-11.75553617,0.528022662,ok,-2.806782187,Improving,TRUE,Qtr,NA,2012,Very likely improving
1455,ECOLI,E. coli,cfu/100ml,CWH,13122878,-43.4613,171.893,ECAN-00088,38,33,431,162,0.203703704,1.541385763,0.123222927,0.938388536,0.061611464,0,0.825,0,31,1.568995653,-0.018243853,5.873855524,ok,5.061276301,Worsening,TRUE,Qtr,NA,2012,Very likely worsening
1456,ECOLI,E. coli,cfu/100ml,CDL,13138256,-43.7397,172.0432,ECAN-00094,38,14,432,162,0.086419753,0.625462792,0.531667362,0.734166319,0.265833681,0,0.85,0,48.5,0.706371283,-2.668858488,3.868796895,ok,1.456435635,Worsening,TRUE,Qtr,NA,2012,Likely worsening
1457,ECOLI,E. coli,cfu/100ml,CWH,13126088,-43.518,171.6576,ECAN-00095,38,-9,427,162,-0.055555556,-0.387147135,0.698647285,0.650676358,0.650676358,0.1,0.525,1,6.5,-0.05931172,-1.026040526,0.357259872,WARNING: Sen slope influenced by censored values,-0.912488001,Indeterminate,TRUE,Qtr,NA,2012,Indeterminate
1458,ECOLI,E. coli,cfu/100ml,CWM,13071792,-42.4155,173.6319,ECAN-00102,37,-38,400,153,-0.248366013,-1.85,0.06431355,0.967843225,0.967843225,0,0.857142857,0,29,-2.343492209,-6.109791978,-0.385474717,ok,-8.081007617,Improving,TRUE,Qtr,NA,2012,Very likely improving
1459,ECOLI,E. coli,cfu/100ml,WDL,13071227,-42.3991,173.6798,ECAN-00103,37,-46,5839.333333,666,-0.069069069,-0.588885526,0.555938068,0.722030966,0.722030966,0,0.80952381,0,670,-16.61261859,-69.81882144,35.84935594,ok,-2.479495312,Improving,FALSE,Qtr,NA,2012,Likely improving
1460,ECOLI,E. coli,cfu/100ml,CDH,13102963,-43.0594,172.5897,ECAN-00104,40,-6,7364.666667,780,-0.007692308,-0.058263082,0.953539074,0.523230463,0.523230463,0,0.95,0,68.5,-0.184839657,-6.708298055,5.596946877,ok,-0.269838915,Indeterminate,FALSE,Qtr,NA,2012,Indeterminate
1461,ECOLI,E. coli,cfu/100ml,WDL,13070813,-42.392,173.673,ECAN-00107,37,-250,5830.666667,666,-0.375375375,-3.260920719,0.001110511,0.999444745,0.999444745,0.022727273,0.772727273,1,435,-81.95681739,-126.9407588,-29.19917308,ok,-18.84064768,Improving,FALSE,Qtr,NA,2012,Very likely improving
1462,ECOLI,E. coli,cfu/100ml,WDL,13069668,-42.367,173.6848,ECAN-00111,37,-110,5839.333333,666,-0.165165165,-1.426411608,0.153749565,0.923125217,0.923125217,0.022727273,0.772727273,1,230,-14.33188608,-36.53088348,0.951481676,ok,-6.231254815,Improving,FALSE,Qtr,NA,2012,Very likely improving
1463,ECOLI,E. coli,cfu/100ml,CDL,13115197,-43.305,172.6422,ECAN-00175,40,84,7352.666667,780,0.107692308,0.967956083,0.333066303,0.833466848,0.166533152,0,0.775,0,345,13.24836373,-10.22208773,37.05293935,ok,3.840105429,Worsening,FALSE,Qtr,NA,2012,Likely worsening
1464,ECOLI,E. coli,cfu/100ml,WDL,13070102,-42.3765,173.6787,ECAN-00176,37,-92,5842,666,-0.138138138,-1.190585574,0.233816318,0.883091841,0.883091841,0.023809524,0.857142857,1,470,-34.29531296,-84.18019988,8.672516519,ok,-7.296875097,Improving,FALSE,Qtr,NA,2012,Likely improving
1465,ECOLI,E. coli,cfu/100ml,CDL,13163160,-44.185,171.5089,ECAN-00181,39,33,462.3333333,171,0.192982456,1.488237951,0.136688152,0.931655924,0.068344076,0.05,0.825,1,265,15.54610984,-0.922006738,32.77442501,ok,5.866456543,Worsening,TRUE,Qtr,NA,2012,Very likely worsening
1466,ECOLI,E. coli,cfu/100ml,CWH,15311744,-46.3096,169.0822,ES-00029,40,-34,423.6666667,180,-0.188888889,-1.603252006,0.108879028,0.945560486,0.945560486,0.439655172,0.327586207,1,10,-0.187307692,-2.160960984,0,WARNING: Sen slope influenced by censored values,-1.873076923,Improving,TRUE,Qtr,NA,2012,Very likely improving
1467,ECOLI,E. coli,cfu/100ml,WWL,3123054,-38.5631,174.8371,EW-00001,40,-52,498,180,-0.288888889,-2.285364646,0.022291455,0.988854272,0.988854272,0,0.85,0,115,-15.10630376,-30.17982324,-2.805813192,ok,-13.13591632,Improving,TRUE,Qtr,NA,2012,Very likely improving
1468,ECOLI,E. coli,cfu/100ml,WXL,3131731,-38.6706,174.7094,EW-00002,40,17,7351.666667,780,0.021794872,0.186606634,0.851969065,0.574015467,0.425984533,0,0.75,0,230,1.618452525,-22.23767143,25.9910421,ok,0.703675011,Indeterminate,FALSE,Qtr,NA,2012,Indeterminate
1469,ECOLI,E. coli,cfu/100ml,WWL,3056003,-37.587,175.091,EW-00004,40,-22,498,180,-0.122222222,-0.941032501,0.346688204,0.826655898,0.826655898,0,0.775,0,330,-17.04075939,-49.53937212,9.99589491,ok,-5.163866482,Improving,TRUE,Qtr,NA,2012,Likely improving
1470,ECOLI,E. coli,cfu/100ml,WWL,3048567,-37.2888,175.6717,EW-00005,40,7,7350.333333,780,0.008974359,0.069983834,0.944206526,0.527896737,0.472103263,0,0.775,0,230,0,-18.29489663,16.88852172,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,FALSE,Qtr,NA,2012,Indeterminate
1471,ECOLI,E. coli,cfu/100ml,CWH,3149003,-38.8546,176.0214,EW-00006,39,-95,6816.333333,741,-0.128205128,-1.13855088,0.254890526,0.872554737,0.872554737,0,0.743589744,0,17,-0.797489083,-2.1735788,0.344714681,ok,-4.691112253,Improving,FALSE,Qtr,NA,2012,Likely improving
1472,ECOLI,E. coli,cfu/100ml,WWL,3070130,-37.8996,175.5349,EW-00008,40,20,7355.333333,780,0.025641026,0.221540138,0.824671888,0.587664056,0.412335944,0,0.8,0,570,4.716868115,-49.46270929,46.45819321,ok,0.827520722,Indeterminate,FALSE,Qtr,NA,2012,Indeterminate
1473,ECOLI,E. coli,cfu/100ml,WWL,3044978,-37.1574,175.5905,EW-00009,40,32,495.3333333,180,0.177777778,1.392877479,0.163656844,0.918171578,0.081828422,0,0.775,0,125,7.538218295,-1.286830629,17.15469232,ok,6.030574636,Worsening,TRUE,Qtr,NA,2012,Very likely worsening
1474,ECOLI,E. coli,cfu/100ml,CWH,3110340,-38.3822,176.3426,EW-00010,39,-100,6822,741,-0.134952767,-1.198613975,0.230678082,0.884660959,0.884660959,0,0.85,0,450,-23.15372425,-98.6044722,9.436154759,ok,-5.145272055,Improving,FALSE,Qtr,NA,2012,Likely improving
1475,ECOLI,E. coli,cfu/100ml,WDL,3061405,-37.745,175.2615,EW-00011,40,-6,7358.666667,780,-0.007692308,-0.05828683,0.953520158,0.523239921,0.523239921,0,0.8,0,735,0,-79.91358807,48.76304542,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,FALSE,Qtr,NA,2012,Indeterminate
1476,ECOLI,E. coli,cfu/100ml,WDL,3056992,-37.6254,175.2527,EW-00012,40,-9,495,180,-0.05,-0.35957326,0.719166283,0.640416858,0.640416858,0,0.7,0,1600,-22.5105055,-73.36759741,52.06854939,ok,-1.406906594,Indeterminate,TRUE,Qtr,NA,2012,Indeterminate
1477,ECOLI,E. coli,cfu/100ml,CWH,3151224,-38.8887,175.7686,EW-00014,40,3,497,180,0.016666667,0.089712261,0.928515873,0.535742064,0.464257936,0,0.85,0,46,0.099958949,-2.772512512,2.40956233,ok,0.217302063,Indeterminate,TRUE,Qtr,NA,2012,Indeterminate
1478,ECOLI,E. coli,cfu/100ml,WWL,3081097,-38.0553,175.6968,EW-00016,40,-201,7339.666667,780,-0.257692308,-2.334488975,0.019570133,0.990214934,0.990214934,0,0.65,0,135,-10.69796422,-18.21464433,-3.217360957,ok,-7.924417938,Improving,FALSE,Qtr,NA,2012,Very likely improving
1479,ECOLI,E. coli,cfu/100ml,CWH,3106095,-38.3472,176.0118,EW-00017,40,-46,496,180,-0.255555556,-2.020559648,0.04332537,0.978337315,0.978337315,0,0.7,0,235,-15.30220443,-40.49076659,-2.346621625,ok,-6.511576354,Improving,TRUE,Qtr,NA,2012,Very likely improving
1480,ECOLI,E. coli,cfu/100ml,CWH,3116290,-38.4523,176.3175,EW-00018,39,-17,461,171,-0.099415205,-0.745194293,0.456154273,0.771922864,0.771922864,0,0.7,0,260,-8.557204217,-29.90135089,9.965314542,ok,-3.291232391,Improving,TRUE,Qtr,NA,2012,Likely improving
1481,ECOLI,E. coli,cfu/100ml,WWL,3064821,-37.8118,175.3005,EW-00020,38,45,6321,703,0.06401138,0.553426284,0.579971545,0.710014228,0.289985772,0,0.820512821,0,1200,31.70283234,-61.61806743,144.2057505,ok,2.641902695,Worsening,FALSE,Qtr,NA,2012,Likely worsening
1482,ECOLI,E. coli,cfu/100ml,CWL,3091783,-38.1969,175.8394,EW-00021,40,-66,7358,780,-0.084615385,-0.757763121,0.448592804,0.775703598,0.775703598,0,0.825,0,700,-24.90193099,-99.32981675,29.22144075,ok,-3.557418713,Improving,FALSE,Qtr,NA,2012,Likely improving
1483,ECOLI,E. coli,cfu/100ml,WWL,3130367,-38.6475,174.6699,EW-00022,38,-107,6316.333333,703,-0.152204836,-1.33374666,0.182286897,0.908856551,0.908856551,0,0.763157895,0,250,-17.83882784,-50.75223947,3.459612353,ok,-7.135531136,Improving,FALSE,Qtr,NA,2012,Very likely improving
1484,ECOLI,E. coli,cfu/100ml,CWH,3079677,-38.05,175.5384,EW-00023,40,3,497,180,0.016666667,0.089712261,0.928515873,0.535742064,0.464257936,0,0.85,0,60,0.249658237,-2.5116311,5.74738367,ok,0.416097061,Indeterminate,TRUE,Qtr,NA,2012,Indeterminate
1485,ECOLI,E. coli,cfu/100ml,WDL,3064673,-37.8092,175.3363,EW-00025,40,-45,7355,780,-0.057692308,-0.513051945,0.607914986,0.696042507,0.696042507,0,0.75,0,1000,-19.4101559,-104.6355403,35.36599627,ok,-1.94101559,Improving,FALSE,Qtr,NA,2012,Likely improving
1486,ECOLI,E. coli,cfu/100ml,WDL,3063144,-37.7799,175.3874,EW-00026,40,85,7357,780,0.108974359,0.979329661,0.32741712,0.83629144,0.16370856,0,0.8,0,1750,90.92836647,-88.62252068,225.676869,ok,5.195906656,Worsening,FALSE,Qtr,NA,2012,Likely worsening
1487,ECOLI,E. coli,cfu/100ml,WWL,3091562,-38.1959,175.2053,EW-00030,39,8,6821.333333,741,0.010796221,0.084754624,0.932456468,0.533771766,0.466228234,0,0.769230769,0,700,0,-67.11521716,66.72039278,WARNING: Sen slope based on tied non-censored values,0,Indeterminate,FALSE,Qtr,NA,2012,Indeterminate
